"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"RPL11",0,-0.205630826477078,1,1,0,"2","RPL11"
"TGFB1",0,-0.205696584089494,0.904,0.948,0,"2","TGFB1"
"SNRPE",0,-0.205914898541134,0.818,0.902,0,"2","SNRPE"
"ARHGAP9",0,-0.20615595199061,0.687,0.824,0,"2","ARHGAP9"
"PDCD5",0,-0.206166532866786,0.809,0.896,0,"2","PDCD5"
"ACAP1",0,-0.206292378205586,0.238,0.489,0,"2","ACAP1"
"PA2G4",0,-0.206405252239504,0.84,0.898,0,"2","PA2G4"
"PFDN2",0,-0.207265750791552,0.894,0.954,0,"2","PFDN2"
"ARF5",0,-0.207708562354904,0.664,0.813,0,"2","ARF5"
"RPS16",0,-0.207855307717112,1,1,0,"2","RPS16"
"RHOC",0,-0.208341992899445,0.632,0.771,0,"2","RHOC"
"CCT2",0,-0.208686078680188,0.645,0.772,0,"2","CCT2"
"RPL6",0,-0.208969684854739,1,1,0,"2","RPL6"
"DRAP1",0,-0.209126647835247,0.957,0.984,0,"2","DRAP1"
"CD48",0,-0.209286655238443,0.77,0.89,0,"2","CD48"
"BANF1",0,-0.209709381024577,0.866,0.933,0,"2","BANF1"
"PHF19",0,-0.209807377040574,0.289,0.465,0,"2","PHF19"
"NDRG2",0,-0.209898197035852,0.859,0.93,0,"2","NDRG2"
"EIF3G",0,-0.210099608746379,0.929,0.971,0,"2","EIF3G"
"RPS5",0,-0.210413030240495,1,1,0,"2","RPS5"
"LSM7",0,-0.211510670023287,0.851,0.928,0,"2","LSM7"
"DNAJA1",0,-0.211799389216893,0.88,0.938,0,"2","DNAJA1"
"DNMT1",0,-0.212356789616129,0.724,0.829,0,"2","DNMT1"
"CBX3",0,-0.213275966715632,0.914,0.947,0,"2","CBX3"
"MTDH",0,-0.214234348327752,0.977,0.99,0,"2","MTDH"
"ARF3",0,-0.214285970272641,0.875,0.935,0,"2","ARF3"
"NOL7",0,-0.214543212299295,0.707,0.852,0,"2","NOL7"
"RPS3",0,-0.2161869786374,1,1,0,"2","RPS3"
"PAXX",0,-0.21733310048762,0.532,0.725,0,"2","PAXX"
"ARPC2",0,-0.217499089350861,1,1,0,"2","ARPC2"
"CCT5",0,-0.218446372373342,0.729,0.836,0,"2","CCT5"
"ALDH2",0,-0.218557721389045,0.947,0.971,0,"2","ALDH2"
"RPS2",0,-0.219246607085628,1,1,0,"2","RPS2"
"FAM129A",0,-0.219898215497588,0.088,0.38,0,"2","FAM129A"
"HNRNPAB",0,-0.220128930091823,0.814,0.882,0,"2","HNRNPAB"
"ARHGDIB",0,-0.221011475831858,0.993,0.997,0,"2","ARHGDIB"
"AKR7A2",0,-0.221952777281466,0.827,0.91,0,"2","AKR7A2"
"H2AFV",0,-0.222745280322816,0.946,0.971,0,"2","H2AFV"
"INSIG1",0,-0.224188421833399,0.342,0.517,0,"2","INSIG1"
"RBPJ",0,-0.224431511711075,0.916,0.955,0,"2","RBPJ"
"LSM4",0,-0.224935186550223,0.886,0.942,0,"2","LSM4"
"SET",0,-0.226568518925996,0.967,0.984,0,"2","SET"
"PSTPIP2",0,-0.22807571658916,0.729,0.838,0,"2","PSTPIP2"
"RPS19",0,-0.228227167839966,1,1,0,"2","RPS19"
"HNRNPM",0,-0.228850659508944,0.824,0.905,0,"2","HNRNPM"
"APEX1",0,-0.229713891705987,0.877,0.936,0,"2","APEX1"
"APRT",0,-0.230274830923368,0.975,0.992,0,"2","APRT"
"TOP1",0,-0.230719868833037,0.885,0.941,0,"2","TOP1"
"RPL4",0,-0.230807911332912,0.998,1,0,"2","RPL4"
"CKS1B.1",0,-0.231439814208702,0.356,0.474,0,"2","CKS1B"
"ANP32B",0,-0.231687124063655,0.912,0.947,0,"2","ANP32B"
"ARPC1B",0,-0.233070852499508,0.994,0.998,0,"2","ARPC1B"
"ENO1",0,-0.233128620223163,0.989,0.996,0,"2","ENO1"
"RPL7A",0,-0.233697752677266,1,1,0,"2","RPL7A"
"CIITA",0,-0.23443096135372,0.281,0.545,0,"2","CIITA"
"RPL8",0,-0.234514684115467,1,1,0,"2","RPL8"
"FUT7",0,-0.235361443839182,0.114,0.385,0,"2","FUT7"
"PSMB8",0,-0.235600302057855,0.432,0.666,0,"2","PSMB8"
"PRMT1",0,-0.235784089355085,0.68,0.831,0,"2","PRMT1"
"ITGB7",0,-0.236357783445621,0.907,0.957,0,"2","ITGB7"
"SNRPD1",0,-0.236680063243294,0.824,0.908,0,"2","SNRPD1"
"NUDT8",0,-0.236732419728263,0.211,0.474,0,"2","NUDT8"
"RAC2",0,-0.237081108712408,0.714,0.857,0,"2","RAC2"
"RPS14",0,-0.237202676856043,1,1,0,"2","RPS14"
"LGALS12",0,-0.237989667472263,0.296,0.582,0,"2","LGALS12"
"SRSF3",0,-0.240599448063734,0.848,0.916,0,"2","SRSF3"
"NHP2",0,-0.241019601945281,0.695,0.833,0,"2","NHP2"
"RPS7",0,-0.241223376233276,1,1,0,"2","RPS7"
"CAMK1",0,-0.241521474972078,0.911,0.963,0,"2","CAMK1"
"GNA15",0,-0.242341612175614,0.726,0.836,0,"2","GNA15"
"MZT2A",0,-0.242414200842733,0.746,0.858,0,"2","MZT2A"
"PARK7",0,-0.243096248996362,0.982,0.994,0,"2","PARK7"
"CFL1",0,-0.245960499822379,1,1,0,"2","CFL1"
"HNRNPA1",0,-0.246257598747916,0.981,0.992,0,"2","HNRNPA1"
"DDX21",0,-0.246908638668646,0.639,0.782,0,"2","DDX21"
"RPL5",0,-0.25038998135652,1,1,0,"2","RPL5"
"PPIB",0,-0.251671281721506,0.97,0.99,0,"2","PPIB"
"DCXR",0,-0.253468169969579,0.708,0.85,0,"2","DCXR"
"SLC18A2",0,-0.254967528787655,0.087,0.368,0,"2","SLC18A2"
"HNRNPA2B1",0,-0.255371420726813,0.996,0.998,0,"2","HNRNPA2B1"
"GTF3A",0,-0.258175743279569,0.882,0.949,0,"2","GTF3A"
"HSP90AB1",0,-0.260272606975751,0.992,0.997,0,"2","HSP90AB1"
"RPL22L1",0,-0.260622852942015,0.757,0.862,0,"2","RPL22L1"
"DCTPP1",0,-0.261359731061786,0.482,0.697,0,"2","DCTPP1"
"MT-ND6",0,-0.261478086162115,0.752,0.872,0,"2","MT-ND6"
"NDUFA12",0,-0.262934713598717,0.916,0.972,0,"2","NDUFA12"
"CLIC1",0,-0.264992899126453,0.994,0.999,0,"2","CLIC1"
"TPI1",0,-0.265119792851661,0.993,0.997,0,"2","TPI1"
"H3F3A",0,-0.265737929672301,1,1,0,"2","H3F3A"
"MIF",0,-0.266976409794824,0.677,0.827,0,"2","MIF"
"BHLHE41",0,-0.267098714470714,0.47,0.622,0,"2","BHLHE41"
"RPL23A",0,-0.268117552368285,1,1,0,"2","RPL23A"
"DHCR24",0,-0.268333391671424,0.277,0.553,0,"2","DHCR24"
"AL034397.3",0,-0.269102875082815,0.535,0.731,0,"2","AL034397.3"
"DEK",0,-0.269183160458678,0.849,0.9,0,"2","DEK"
"TLN1",0,-0.270568680389597,0.906,0.961,0,"2","TLN1"
"SNRPB",0,-0.271483846256158,0.885,0.949,0,"2","SNRPB"
"MYL12B",0,-0.271676279715192,0.997,0.999,0,"2","MYL12B"
"SUSD3",0,-0.27523267837454,0.774,0.896,0,"2","SUSD3"
"LINC01235",0,-0.275753263196006,0.747,0.899,0,"2","LINC01235"
"RANBP1",0,-0.276402721612194,0.753,0.858,0,"2","RANBP1"
"DBI",0,-0.276623854314933,0.99,0.997,0,"2","DBI"
"MSMO1",0,-0.27826781696211,0.229,0.484,0,"2","MSMO1"
"TYMS.1",0,-0.279063449877117,0.047,0.143,0,"2","TYMS"
"VIM",0,-0.279394601979593,0.997,0.998,0,"2","VIM"
"JCHAIN",0,-0.279889656731533,0.204,0.438,0,"2","JCHAIN"
"FXYD5",0,-0.280781194937306,0.87,0.943,0,"2","FXYD5"
"TMEM97",0,-0.282157241831196,0.444,0.662,0,"2","TMEM97"
"PPM1G",0,-0.282396058405959,0.785,0.898,0,"2","PPM1G"
"POU2F2",0,-0.283321553172307,0.711,0.838,0,"2","POU2F2"
"AIF1",0,-0.283918734207496,1,1,0,"2","AIF1"
"CDK2AP2",0,-0.284121840714705,0.734,0.875,0,"2","CDK2AP2"
"C1QBP",0,-0.28464597534922,0.875,0.946,0,"2","C1QBP"
"TSPO",0,-0.28492734077919,0.713,0.846,0,"2","TSPO"
"LST1",0,-0.288810768128425,1,1,0,"2","LST1"
"SDF2L1",0,-0.291264199091961,0.772,0.873,0,"2","SDF2L1"
"EIF5A",0,-0.291779201513446,0.834,0.925,0,"2","EIF5A"
"IDI1",0,-0.29184945127743,0.563,0.702,0,"2","IDI1"
"SMCO4",0,-0.293186558416837,0.508,0.744,0,"2","SMCO4"
"SH3BGRL3",0,-0.294685413426762,0.999,1,0,"2","SH3BGRL3"
"PRDX5",0,-0.297143831774765,0.972,0.993,0,"2","PRDX5"
"P2RY13",0,-0.297604699133568,0.379,0.655,0,"2","P2RY13"
"CCR6",0,-0.298670683299038,0.264,0.587,0,"2","CCR6"
"TLR10",0,-0.299801850943736,0.378,0.679,0,"2","TLR10"
"GAPDH",0,-0.300260332603901,1,1,0,"2","GAPDH"
"HMGCS1",0,-0.300514665669174,0.288,0.507,0,"2","HMGCS1"
"SQLE.1",0,-0.301721133482923,0.312,0.547,0,"2","SQLE"
"PTMS",0,-0.304494753477329,0.902,0.949,0,"2","PTMS"
"GSN",0,-0.305119907631509,0.989,0.998,0,"2","GSN"
"SUB1",0,-0.306153117254543,0.99,0.998,0,"2","SUB1"
"MS4A6A",0,-0.308469494843961,0.992,0.995,0,"2","MS4A6A"
"APBB1IP",0,-0.311408456252536,0.857,0.943,0,"2","APBB1IP"
"RPL18A",0,-0.313695784804502,1,1,0,"2","RPL18A"
"ARPC3",0,-0.313729657166784,1,1,0,"2","ARPC3"
"NME1",0,-0.313809239581336,0.678,0.848,0,"2","NME1"
"ANXA1",0,-0.314761976595235,0.768,0.873,0,"2","ANXA1"
"EEF1B2",0,-0.31531904173943,0.999,1,0,"2","EEF1B2"
"PSME2",0,-0.315676343161527,0.768,0.898,0,"2","PSME2"
"EHD1",0,-0.317521302720238,0.42,0.68,0,"2","EHD1"
"RPSA",0,-0.31904495617848,1,1,0,"2","RPSA"
"ADGRG1",0,-0.319935750726503,0.215,0.535,0,"2","ADGRG1"
"EMP3",0,-0.332059900485981,0.888,0.966,0,"2","EMP3"
"PAK1",0,-0.33626996085505,0.848,0.947,0,"2","PAK1"
"PPP1R14B",0,-0.340866559397609,0.865,0.949,0,"2","PPP1R14B"
"FADS1.1",0,-0.341640161232719,0.484,0.675,0,"2","FADS1"
"JUND",0,-0.342491407752275,0.956,0.983,0,"2","JUND"
"RPL10A",0,-0.342496901965224,0.997,0.999,0,"2","RPL10A"
"GPR84",0,-0.343054850905742,0.739,0.842,0,"2","GPR84"
"NCL",0,-0.343084545183044,0.968,0.988,0,"2","NCL"
"RAN",0,-0.345085241948657,0.959,0.987,0,"2","RAN"
"PCLAF.1",0,-0.345569902891334,0.091,0.206,0,"2","PCLAF"
"STK17A",0,-0.348419936983793,0.602,0.834,0,"2","STK17A"
"PTMA",0,-0.352817545647267,1,1,0,"2","PTMA"
"FDFT1.1",0,-0.353424358075301,0.491,0.706,0,"2","FDFT1"
"HMGB1.1",0,-0.354712711694192,0.992,0.998,0,"2","HMGB1"
"H2AFZ.1",0,-0.355126978427964,0.989,0.993,0,"2","H2AFZ"
"LDHA",0,-0.357305410278679,0.711,0.864,0,"2","LDHA"
"RFLNB",0,-0.358880060123156,0.616,0.826,0,"2","RFLNB"
"COTL1",0,-0.361664840559075,0.997,0.999,0,"2","COTL1"
"EBP",0,-0.368483438408915,0.503,0.747,0,"2","EBP"
"AP1S2",0,-0.370284710780744,0.738,0.88,0,"2","AP1S2"
"PKIB",0,-0.371078637897567,0.898,0.964,0,"2","PKIB"
"PYCARD",0,-0.375977825835013,0.989,0.996,0,"2","PYCARD"
"MKI67.1",0,-0.379553504725984,0.019,0.114,0,"2","MKI67"
"TIMP1",0,-0.379823800923982,0.93,0.977,0,"2","TIMP1"
"FILIP1L",0,-0.380311741665244,0.509,0.765,0,"2","FILIP1L"
"IFITM2",0,-0.392653484038394,0.576,0.804,0,"2","IFITM2"
"GAPT",0,-0.393789973184256,0.46,0.778,0,"2","GAPT"
"PLP2",0,-0.394463675819841,0.51,0.798,0,"2","PLP2"
"TMSB10",0,-0.395425052179901,1,1,0,"2","TMSB10"
"PFN1",0,-0.399959123431583,1,1,0,"2","PFN1"
"PSMC4",0,-0.401687120954263,0.942,0.975,0,"2","PSMC4"
"CX3CR1",0,-0.406306889691229,0.73,0.907,0,"2","CX3CR1"
"LCP1",0,-0.410784938591494,0.949,0.988,0,"2","LCP1"
"MIR503HG",0,-0.423548386531869,0.357,0.656,0,"2","MIR503HG"
"PPM1N",0,-0.424518527961794,0.466,0.743,0,"2","PPM1N"
"ACTB",0,-0.430162971392893,1,1,0,"2","ACTB"
"ACTG1",0,-0.438317032408741,0.999,1,0,"2","ACTG1"
"CORO1A",0,-0.442077360077448,0.989,0.997,0,"2","CORO1A"
"MT-ATP6",0,-0.442785782613993,0.999,1,0,"2","MT-ATP6"
"CKB.1",0,-0.44799507181191,0.458,0.687,0,"2","CKB"
"VASP",0,-0.45054496807802,0.816,0.952,0,"2","VASP"
"IL1B",0,-0.451476681807929,0.625,0.823,0,"2","IL1B"
"JAML",0,-0.454489437659323,0.64,0.833,0,"2","JAML"
"RGS16",0,-0.465160278657656,0.342,0.541,0,"2","RGS16"
"LSP1",0,-0.465335169364423,0.903,0.981,0,"2","LSP1"
"PLEKHO1",0,-0.477752847923436,0.851,0.965,0,"2","PLEKHO1"
"HLA-DMA",0,-0.482266964805687,0.736,0.912,0,"2","HLA-DMA"
"CD207.1",0,-0.482695272406828,0.027,0.196,0,"2","CD207"
"YWHAH",0,-0.489463393527794,0.981,0.992,0,"2","YWHAH"
"FDPS.1",0,-0.498425067729006,0.638,0.819,0,"2","FDPS"
"PPA1",0,-0.499903968976822,0.618,0.873,0,"2","PPA1"
"ACAT2.1",0,-0.506961151922537,0.298,0.648,0,"2","ACAT2"
"PRELID1",0,-0.54198484929884,0.976,0.997,0,"2","PRELID1"
"LTB.1",0,-0.553128609794123,0.278,0.581,0,"2","LTB"
"C12orf75",0,-0.568043743258626,0.952,0.987,0,"2","C12orf75"
"TUBA1B.1",0,-0.573262242720955,0.99,0.997,0,"2","TUBA1B"
"CD1E.1",0,-0.575048868075032,0.084,0.462,0,"2","CD1E"
"CKLF",0,-0.591487916030545,0.97,0.995,0,"2","CKLF"
"HERPUD1",0,-0.601688712736387,0.991,0.996,0,"2","HERPUD1"
"ASGR2",0,-0.60979148366398,0.768,0.948,0,"2","ASGR2"
"S100A8",0,-0.616639411048298,0.684,0.773,0,"2","S100A8"
"ICAM3",0,-0.631516344691013,0.62,0.91,0,"2","ICAM3"
"NCF1",0,-0.646570719978363,0.926,0.985,0,"2","NCF1"
"CD1C.1",0,-0.712898825964329,0.25,0.68,0,"2","CD1C"
"ALOX5AP",0,-0.713678061235097,1,1,0,"2","ALOX5AP"
"HLA-DQA1.1",0,-0.715950226903203,0.237,0.586,0,"2","HLA-DQA1"
"S100A4",0,-0.784668667038346,1,1,0,"2","S100A4"
"FCGBP",0,-0.817366694349245,0.665,0.816,0,"2","FCGBP"
"CD74",0,-0.845797918621292,0.999,1,0,"2","CD74"
"FCER1A.1",0,-0.84614626423833,0.174,0.477,0,"2","FCER1A"
"HLA-DQB1.1",0,-0.868780025513301,0.257,0.678,0,"2","HLA-DQB1"
"ACY3.1",0,-0.897665975758702,0.129,0.339,0,"2","ACY3"
"HLA-DRB1",0,-0.999856839389059,0.925,0.989,0,"2","HLA-DRB1"
"PLAC8",0,-1.11800736020629,0.634,0.939,0,"2","PLAC8"
"HLA-DRA",0,-1.19888137746068,0.921,0.989,0,"2","HLA-DRA"
"HLA-DPA1.1",0,-1.22520219243383,0.924,0.99,0,"2","HLA-DPA1"
"HLA-DPB1.1",0,-1.40166123720312,0.778,0.958,0,"2","HLA-DPB1"
"CLEC10A",1.48219693752374e-323,-0.296938679452483,0.068,0.222,3.55682799097572e-319,"2","CLEC10A"
"CCL3",7.0864358671643e-306,0.204925334015082,0.398,0.215,1.70053201504342e-301,"2","CCL3"
"FGL2",1.57161893339044e-303,-0.286496835749116,0.458,0.621,3.77141395445704e-299,"2","FGL2"
"MT-ND3",9.02102095333244e-303,-0.300895785614491,0.999,1,2.16477439817119e-298,"2","MT-ND3"
"S100A6",5.60572713192389e-300,-0.433215522938173,0.903,0.938,1.34520633984778e-295,"2","S100A6"
"ADAP2",8.95921212770333e-285,0.210005862743093,0.988,0.965,2.14994213428497e-280,"2","ADAP2"
"HIST1H4C.1",4.72891004872956e-281,-0.487944750747463,0.625,0.708,1.13479654439363e-276,"2","HIST1H4C"
"TPX2.1",1.39565455550053e-278,-0.238235838735846,0.08,0.167,3.34915223683463e-274,"2","TPX2"
"CENPF.1",1.43102450499497e-273,-0.405687992011465,0.116,0.204,3.43402950463644e-269,"2","CENPF"
"PTPRE",1.9176976902414e-271,-0.20566628717897,0.772,0.851,4.60189914727229e-267,"2","PTPRE"
"S100A10",2.54604273855145e-262,-0.428944210894113,0.849,0.877,6.10973875970191e-258,"2","S100A10"
"DUT.1",3.56444528548584e-260,-0.232593022146039,0.722,0.777,8.55359935158038e-256,"2","DUT"
"MARCKSL1",1.42480492993936e-248,-0.206945844705389,0.718,0.821,3.41910439037549e-244,"2","MARCKSL1"
"SLC29A1",4.44393613671057e-247,-0.216227402376748,0.596,0.665,1.06641135472643e-242,"2","SLC29A1"
"HMGN2.1",1.85347862291101e-236,-0.310745688693049,0.952,0.958,4.44779265139954e-232,"2","HMGN2"
"MTUS1",1.44877580378481e-234,0.210580769791384,0.884,0.774,3.4766272963424e-230,"2","MTUS1"
"NT5DC2.1",2.66694070821079e-228,-0.209016289151014,0.891,0.935,6.39985761749344e-224,"2","NT5DC2"
"TOP2A.1",9.97675642736738e-219,-0.29808989378101,0.348,0.236,2.39412223987535e-214,"2","TOP2A"
"BTG2",1.10177938499883e-212,-0.204026430055908,0.752,0.822,2.64393999018169e-208,"2","BTG2"
"MMP9.1",1.18420358526546e-211,-0.405710173660633,0.235,0.371,2.84173334356152e-207,"2","MMP9"
"HMGB2.1",9.52221203787567e-208,-0.320191095941246,0.509,0.525,2.28504522272902e-203,"2","HMGB2"
"TRPM4",2.11472772109123e-203,-0.239303448010912,0.407,0.538,5.07471211230261e-199,"2","TRPM4"
"MT-CO3",1.10204209456449e-202,-0.271977453815702,1,1,2.64457041432641e-198,"2","MT-CO3"
"IL18",2.14260792616816e-191,-0.207129576001847,0.632,0.725,5.14161624042573e-187,"2","IL18"
"S100A9",7.97490021046252e-189,-0.39300067908915,0.993,0.968,1.91373680350469e-184,"2","S100A9"
"NUSAP1.1",2.69770329961732e-183,-0.211992691372211,0.192,0.238,6.47367860809169e-179,"2","NUSAP1"
"CD9",3.97634281831009e-163,-0.227756304270568,0.695,0.819,9.54202986109873e-159,"2","CD9"
"STMN1.1",1.85421707168643e-144,-0.295687088801703,0.938,0.935,4.44956470692594e-140,"2","STMN1"
"CHI3L1",4.60121091590096e-119,-0.200907183362492,0.707,0.746,1.10415258348875e-114,"2","CHI3L1"
"TUBB.1",5.61908891037258e-119,-0.221847269353172,0.972,0.958,1.34841276582211e-114,"2","TUBB"
"CD52.1",2.3048281947227e-88,-0.23345539242269,0.279,0.36,5.53089621887607e-84,"2","CD52"
"SPP1",2.80764819902319e-45,0.242226230428236,0.971,0.987,6.73751338319594e-41,"2","SPP1"
"ACY3.2",0,1.05127762309399,0.494,0.275,0,"3","ACY3"
"PLAC8.1",0,0.603339608965972,0.999,0.873,0,"3","PLAC8"
"RGS16.1",0,0.600943425504265,0.747,0.47,0,"3","RGS16"
"HERPUD1.1",0,0.431761516245222,1,0.995,0,"3","HERPUD1"
"ICAM3.1",0,0.428662569359068,0.986,0.844,0,"3","ICAM3"
"ALOX5AP.1",0,0.397325264967088,1,1,0,"3","ALOX5AP"
"ADGRG1.1",0,0.381807304503629,0.777,0.435,0,"3","ADGRG1"
"C12orf75.1",0,0.370988660060316,0.999,0.979,0,"3","C12orf75"
"NCF1.1",0,0.367238975361187,0.999,0.971,0,"3","NCF1"
"S100A4.1",0,0.362762598436,1,1,0,"3","S100A4"
"ASGR2.1",0,0.360139835616087,0.988,0.908,0,"3","ASGR2"
"CKB.2",0,0.344596795880707,0.796,0.626,0,"3","CKB"
"RFLNB.1",0,0.341182665018116,0.93,0.77,0,"3","RFLNB"
"PLEKHO1.1",0,0.336918925048447,0.992,0.94,0,"3","PLEKHO1"
"CKLF.1",0,0.335914118935014,1,0.989,0,"3","CKLF"
"CORO1A.1",0,0.33234303992363,1,0.995,0,"3","CORO1A"
"CX3CR1.1",0,0.329065111433658,0.977,0.863,0,"3","CX3CR1"
"MIR503HG.1",0,0.32812267625546,0.803,0.576,0,"3","MIR503HG"
"COTL1.1",0,0.313510261781876,1,0.999,0,"3","COTL1"
"FUT7.1",0,0.308254030606323,0.609,0.297,0,"3","FUT7"
"PPA1.1",0,0.30708123094821,0.954,0.813,0,"3","PPA1"
"RPL10A.1",0,0.299259783371509,1,0.999,0,"3","RPL10A"
"PRELID1.1",0,0.298628736603911,0.999,0.992,0,"3","PRELID1"
"ACTG1.1",0,0.297380230535967,1,1,0,"3","ACTG1"
"IFITM2.1",0,0.294134419353858,0.919,0.743,0,"3","IFITM2"
"VASP.1",0,0.292318963973088,0.985,0.921,0,"3","VASP"
"TSPO.1",0,0.289970745077793,0.93,0.808,0,"3","TSPO"
"ACAT2.2",0,0.285567940355833,0.764,0.564,0,"3","ACAT2"
"JCHAIN.1",0,0.284793725207454,0.593,0.368,0,"3","JCHAIN"
"GPR84.1",0,0.282764495097567,0.916,0.81,0,"3","GPR84"
"YWHAH.1",0,0.281483134775868,0.999,0.989,0,"3","YWHAH"
"RPL18A.1",0,0.27537951528092,1,1,0,"3","RPL18A"
"PPP1R14B.1",0,0.273768365032293,0.981,0.928,0,"3","PPP1R14B"
"C1QBP.1",0,0.272627101218574,0.983,0.927,0,"3","C1QBP"
"NME1.1",0,0.270539329803159,0.934,0.802,0,"3","NME1"
"RPL5.1",0,0.264330323240514,1,1,0,"3","RPL5"
"PSMC4.1",0,0.26323790210474,0.986,0.967,0,"3","PSMC4"
"EEF1B2.1",0,0.261442376514012,1,1,0,"3","EEF1B2"
"NCL.1",0,0.258154936144336,0.995,0.983,0,"3","NCL"
"APBB1IP.1",0,0.25795334342437,0.979,0.921,0,"3","APBB1IP"
"IL1B.1",0,0.254798269207567,0.915,0.771,0,"3","IL1B"
"SUSD3.1",0,0.25042202526721,0.956,0.864,0,"3","SUSD3"
"PLP2.1",0,0.247791233966934,0.888,0.73,0,"3","PLP2"
"STK17A.1",0,0.247269601364849,0.918,0.777,0,"3","STK17A"
"ACTB.1",0,0.242305912865975,1,1,0,"3","ACTB"
"CD1C.2",0,0.237723516503567,0.823,0.577,0,"3","CD1C"
"APEX1.1",0,0.237226165747015,0.978,0.918,0,"3","APEX1"
"RPL3",0,0.236426658838603,1,1,0,"3","RPL3"
"LGALS12.1",0,0.236424423001281,0.741,0.502,0,"3","LGALS12"
"PYCARD.1",0,0.235824735891987,1,0.994,0,"3","PYCARD"
"AL034397.3.1",0,0.231778736229528,0.833,0.678,0,"3","AL034397.3"
"HSP90AB1.1",0,0.230538766465796,1,0.995,0,"3","HSP90AB1"
"RPS2.1",0,0.230010364205765,1,1,0,"3","RPS2"
"MIF.1",0,0.229949405167565,0.903,0.787,0,"3","MIF"
"LSP1.1",0,0.229293327878046,0.999,0.963,0,"3","LSP1"
"TLR10.1",0,0.227668923728918,0.812,0.601,0,"3","TLR10"
"FILIP1L.1",0,0.227557943113598,0.857,0.703,0,"3","FILIP1L"
"DDX21.1",0,0.227454902161524,0.865,0.741,0,"3","DDX21"
"RPL7A.1",0,0.226779580609977,1,1,0,"3","RPL7A"
"RPSA.1",0,0.225608432136257,1,1,0,"3","RPSA"
"RPL4.1",0,0.225234024146737,1,0.999,0,"3","RPL4"
"DBI.1",0,0.224626751859499,0.999,0.996,0,"3","DBI"
"MYBPH",0,0.223852611292263,0.482,0.265,0,"3","MYBPH"
"RPL23A.1",0,0.219329746429051,1,1,0,"3","RPL23A"
"CCR6.1",0,0.218934727518378,0.734,0.502,0,"3","CCR6"
"RPS14.1",0,0.217754228244703,1,1,0,"3","RPS14"
"TOP1.1",0,0.217701642157522,0.973,0.926,0,"3","TOP1"
"EBP.1",0,0.214414564337903,0.834,0.687,0,"3","EBP"
"RPL8.1",0,0.213589382845285,1,1,0,"3","RPL8"
"HLA-DPB1.2",0,0.211858879682657,0.994,0.919,0,"3","HLA-DPB1"
"NUDT8.1",0,0.210157367898971,0.621,0.401,0,"3","NUDT8"
"IL17RA",0,0.209625930277791,0.953,0.879,0,"3","IL17RA"
"GTF3A.1",0,0.209557046485132,0.978,0.932,0,"3","GTF3A"
"LCP1.1",0,0.209505513636429,0.997,0.98,0,"3","LCP1"
"RPL6.1",0,0.208924096104419,1,1,0,"3","RPL6"
"EIF5A.1",0,0.208663528366413,0.958,0.903,0,"3","EIF5A"
"FDFT1.2",0,0.205432531772173,0.799,0.651,0,"3","FDFT1"
"RPS18.1",0,0.205186195375743,1,1,0,"3","RPS18"
"APRT.1",0,0.204349525685894,0.998,0.988,0,"3","APRT"
"RPL18",0,0.203658573920181,1,1,0,"3","RPL18"
"RPS7.1",0,0.203012871444703,1,1,0,"3","RPS7"
"PSMB8.1",0,0.202454365260795,0.791,0.602,0,"3","PSMB8"
"ACAP1.1",0,0.201563195121763,0.642,0.417,0,"3","ACAP1"
"PSME2.1",0,0.200880087668882,0.946,0.866,0,"3","PSME2"
"HLA-DPA1.2",0,0.200723134465525,0.999,0.976,0,"3","HLA-DPA1"
"CCT2.1",0,0.200219946590016,0.859,0.734,0,"3","CCT2"
"B2M",0,-0.200677610488738,1,1,0,"3","B2M"
"WWP1.1",0,-0.205306881600816,0.387,0.599,0,"3","WWP1"
"HEXB.1",0,-0.205718206242956,0.717,0.834,0,"3","HEXB"
"ATP6V1B2.1",0,-0.209353710761355,0.916,0.953,0,"3","ATP6V1B2"
"LAPTM4A.1",0,-0.211011869245539,0.855,0.926,0,"3","LAPTM4A"
"ITGAV.1",0,-0.212991222712904,0.413,0.646,0,"3","ITGAV"
"MERTK.1",0,-0.21640871821052,0.167,0.446,0,"3","MERTK"
"SDC2.1",0,-0.217516227833872,0.056,0.308,0,"3","SDC2"
"CALM3.1",0,-0.220048967998579,0.889,0.933,0,"3","CALM3"
"RGL1.1",0,-0.220560264733317,0.254,0.526,0,"3","RGL1"
"TLR4.1",0,-0.222248759717598,0.427,0.668,0,"3","TLR4"
"ATP6AP2.1",0,-0.223538637138833,0.997,0.997,0,"3","ATP6AP2"
"MGAT1.1",0,-0.226246083464182,0.711,0.83,0,"3","MGAT1"
"PLXND1.1",0,-0.226249839005228,0.072,0.366,0,"3","PLXND1"
"NENF.1",0,-0.227108933361261,0.769,0.877,0,"3","NENF"
"SDS.1",0,-0.229243483198194,0.12,0.327,0,"3","SDS"
"IGFBP4.1",0,-0.231626700188344,0.19,0.407,0,"3","IGFBP4"
"HNMT.1",0,-0.23188108267023,0.439,0.662,0,"3","HNMT"
"GALC.1",0,-0.233266520957629,0.331,0.577,0,"3","GALC"
"ABHD12.1",0,-0.233622706569518,0.727,0.853,0,"3","ABHD12"
"VEGFB.1",0,-0.234859813417678,0.794,0.888,0,"3","VEGFB"
